Feature	CPF	Disting	Distinct	Feat_Length_Including_Spaces	Number_Of_Words	BR_Label	Display
used_for_making_guacamole	1	D	1.000	25	4	function	used for making guacamole
used_for_making_holes	1	D	1.000	21	4	function	used for making holes
used_for_making_ice_cubes	1	D	1.000	25	5	function	used for making ice cubes
used_for_making_jams	1	D	1.000	20	4	function	used for making jams
used_for_making_light	2	D	0.500	21	4	function	used for making light
used_for_making_milkshakes	1	D	1.000	26	4	function	used for making milkshakes
used_for_making_paper	1	D	1.000	21	4	function	used for making paper
used_for_making_pies	1	D	1.000	20	4	function	used for making pies
used_for_making_straight_lines	1	D	1.000	30	5	function	used for making straight lines
used_for_making_tea	1	D	1.000	19	4	function	used for making tea
used_for_making_things	1	D	1.000	22	4	function	used for making things
used_for_math	1	D	1.000	13	3	function	used for math
used_for_measuring	4	ND	0.250	18	3	function	used for measuring
used_for_measuring_evenness	1	D	1.000	27	4	function	used for measuring evenness
used_for_measuring_temperatures	1	D	1.000	31	4	function	used for measuring temperatures
used_for_measuring_weather	1	D	1.000	26	4	function	used for measuring weather
used_for_message_boards	1	D	1.000	23	4	function	used for message boards
used_for_metal	1	D	1.000	14	3	function	used for metal
used_for_mixing	3	ND	0.333	15	3	function	used for mixing
used_for_mixing_liquids	1	D	1.000	23	4	function	used for mixing liquids
used_for_mobility	1	D	1.000	17	3	function	used for mobility
used_for_moving_snow	1	D	1.000	20	4	function	used for moving snow
used_for_moving_things	5	ND	0.200	22	4	function	used for moving things
used_for_music	6	ND	0.167	14	3	function	used for music
used_for_off_roading	1	D	1.000	20	4	function	used for off roading
used_for_offices	1	D	1.000	16	3	function	used for offices
used_for_oil	1	D	1.000	12	3	function	used for oil
used_for_opening_bottles	1	D	1.000	24	4	function	used for opening bottles
used_for_opening_doors	1	D	1.000	22	4	function	used for opening doors
used_for_opening_things	2	D	0.500	23	4	function	used for opening things
used_for_opening_wine_bottles	1	D	1.000	29	5	function	used for opening wine bottles
used_for_ordering_food	1	D	1.000	22	4	function	used for ordering food
used_for_organizing	2	D	0.500	19	3	function	used for organizing
used_for_painting	2	D	0.500	17	3	function	used for painting
used_for_passengers	9	ND	0.111	19	3	function	used for passengers
used_for_pasta	1	D	1.000	14	3	function	used for pasta
used_for_performing_tricks	1	D	1.000	26	4	function	used for performing tricks
used_for_personal_space	1	D	1.000	23	4	function	used for personal space
used_for_picking_up_food	1	D	1.000	24	5	function	used for picking up food
used_for_picking_up_items	1	D	1.000	25	5	function	used for picking up items
used_for_picnics	1	D	1.000	16	3	function	used for picnics
used_for_pies	1	D	1.000	13	3	function	used for pies
used_for_pillow_fights	1	D	1.000	22	4	function	used for pillow fights
used_for_playing	5	ND	0.200	16	3	function	used for playing
used_for_playing_AM	1	D	1.000	19	4	function	used for playing AM
used_for_playing_cassettes	1	D	1.000	26	4	function	used for playing cassettes
used_for_playing_CD's	1	D	1.000	21	4	function	used for playing CD's
used_for_playing_different_stations	1	D	1.000	35	5	function	used for playing different stations
used_for_playing_FM	1	D	1.000	19	4	function	used for playing FM
used_for_playing_jazz	1	D	1.000	21	4	function	used for playing jazz
used_for_playing_records	1	D	1.000	24	4	function	used for playing records
used_for_playing_with_dogs	1	D	1.000	26	5	function	used for playing with dogs
used_for_ploughing	2	D	0.500	18	3	function	used for ploughing
used_for_plumbing	2	D	0.500	17	3	function	used for plumbing
used_for_poking	1	D	1.000	15	3	function	used for poking
used_for_posting	1	D	1.000	16	3	function	used for posting
used_for_pounding	1	D	1.000	17	3	function	used for pounding
used_for_pounding_nails	1	D	1.000	23	4	function	used for pounding nails
used_for_praying	3	ND	0.333	16	3	function	used for praying
used_for_predicting_weather	1	D	1.000	27	4	function	used for predicting weather
used_for_preserves	1	D	1.000	18	3	function	used for preserves
used_for_preserving_food	1	D	1.000	24	4	function	used for preserving food
used_for_preventing_biting	1	D	1.000	26	4	function	used for preventing biting
used_for_preventing_noise	1	D	1.000	25	4	function	used for preventing noise
used_for_prevention	1	D	1.000	19	3	function	used for prevention
used_for_privacy	3	ND	0.333	16	3	function	used for privacy
used_for_producing_cheese	1	D	1.000	25	4	function	used for producing cheese
used_for_producing_milk	2	D	0.500	23	4	function	used for producing milk
used_for_producing_rhythm	1	D	1.000	25	4	function	used for producing rhythm
used_for_projecting	1	D	1.000	19	3	function	used for projecting
used_for_protecting_things	1	D	1.000	26	4	function	used for protecting things
used_for_protection	9	ND	0.111	19	3	function	used for protection
used_for_providing_boundaries	1	D	1.000	29	4	function	used for providing boundaries
used_for_prying_things_open	1	D	1.000	27	5	function	used for prying things open
used_for_public_transportation	1	D	1.000	30	4	function	used for public transportation
used_for_pulling	3	ND	0.333	16	3	function	used for pulling
used_for_pulling_nails	1	D	1.000	22	4	function	used for pulling nails
used_for_punishment	1	D	1.000	19	3	function	used for punishment
used_for_putting_food_on	1	D	1.000	24	5	function	used for putting food on
used_for_putting_things_on	1	D	1.000	26	5	function	used for putting things on
used_for_racing	2	D	0.500	15	3	function	used for racing
used_for_racquet_ball	1	D	1.000	21	4	function	used for racquet ball
used_for_raisins	1	D	1.000	16	3	function	used for raisins
used_for_reading	1	D	1.000	16	3	function	used for reading
used_for_recognition	1	D	1.000	20	3	function	used for recognition
used_for_recreation	1	D	1.000	19	3	function	used for recreation
used_for_regulating	1	D	1.000	19	3	function	used for regulating
used_for_regulating_water	1	D	1.000	25	4	function	used for regulating water
used_for_relaxing	4	ND	0.250	17	3	function	used for relaxing
used_for_removing	1	D	1.000	17	3	function	used for removing
used_for_removing_corks	1	D	1.000	23	4	function	used for removing corks
used_for_removing_dirt	1	D	1.000	22	4	function	used for removing dirt
used_for_removing_dust	1	D	1.000	22	4	function	used for removing dust
used_for_removing_leaves	1	D	1.000	24	4	encyclopaedic	used for removing leaves
used_for_removing_snow	1	D	1.000	22	4	function	used for removing snow
used_for_repairs	1	D	1.000	16	3	function	used for repairs
used_for_repelling	1	D	1.000	18	3	function	used for repelling
used_for_repelling_dracula	1	D	1.000	26	4	function	used for repelling dracula
used_for_repelling_vampires	1	D	1.000	27	4	function	used for repelling vampires
used_for_rescuing	1	D	1.000	17	3	function	used for rescuing
used_for_residences	1	D	1.000	19	3	function	used for residences
used_for_resting	1	D	1.000	16	3	function	used for resting
used_for_resting_head	2	D	0.500	21	4	function	used for resting head
used_for_restraining	1	D	1.000	20	3	function	used for restraining
used_for_riding	1	D	1.000	15	3	function	used for riding
used_for_riding_on_sidewalks	1	D	1.000	28	5	function	used for riding on sidewalks
used_for_riding_rapids	1	D	1.000	22	4	function	used for riding rapids
used_for_rocking	1	D	1.000	16	3	function	used for rocking
used_for_rocks	1	D	1.000	14	3	function	used for rocks
used_for_romancing	1	D	1.000	18	3	function	used for romancing
used_for_rugged_terrain	1	D	1.000	23	4	function	used for rugged terrain
used_for_sailing	1	D	1.000	16	3	function	used for sailing
used_for_scalping	1	D	1.000	17	3	function	used for scalping
used_for_science	1	D	1.000	16	3	function	used for science
used_for_scooping	1	D	1.000	17	3	function	used for scooping
used_for_sculpting	1	D	1.000	18	3	function	used for sculpting
used_for_sealing	2	D	0.500	16	3	function	used for sealing
used_for_sealing_bottles	1	D	1.000	24	4	function	used for sealing bottles
used_for_sealing_wine_bottles	1	D	1.000	29	5	function	used for sealing wine bottles
used_for_seating_many_people	1	D	1.000	28	5	function	used for seating many people
used_for_securing	3	ND	0.333	17	3	function	used for securing
used_for_seeing_things_close-up	1	D	1.000	31	5	function	used for seeing things close-up
used_for_selecting_meals	1	D	1.000	24	4	function	used for selecting meals
used_for_sending_letters	1	D	1.000	24	4	function	used for sending letters
used_for_separating	2	D	0.500	19	3	function	used for separating
used_for_sermons	1	D	1.000	16	3	function	used for sermons
used_for_serving_food	2	D	0.500	21	4	function	used for serving food
used_for_sewing	2	D	0.500	15	3	function	used for sewing
used_for_sex	2	D	0.500	12	3	function	used for sex
used_for_shaving	1	D	1.000	16	3	function	used for shaving
used_for_shelter	3	ND	0.333	16	3	function	used for shelter
used_for_shooting	4	ND	0.250	17	3	function	used for shooting
used_for_shopping	1	D	1.000	17	3	function	used for shopping
used_for_showers	1	D	1.000	16	3	function	used for showers
used_for_showing_films	1	D	1.000	22	4	function	used for showing films
used_for_showing_reflections	1	D	1.000	28	4	function	used for showing reflections
used_for_shredding_things	1	D	1.000	25	4	function	used for shredding things
used_for_sleeping	5	ND	0.200	17	3	function	used for sleeping
used_for_sleeping_in	3	ND	0.333	20	4	function	used for sleeping in
used_for_slicing	1	D	1.000	16	3	function	used for slicing
used_for_sliding_down_hills	2	D	0.500	27	5	function	used for sliding down hills
used_for_smoking_drugs	1	D	1.000	22	4	function	used for smoking drugs
used_for_smoking_tobacco	1	D	1.000	24	4	function	used for smoking tobacco
used_for_smoothing	1	D	1.000	18	3	function	used for smoothing
used_for_smoothing_wood	1	D	1.000	23	4	function	used for smoothing wood
used_for_soup	2	D	0.500	13	3	function	used for soup
used_for_special_occasions	1	D	1.000	26	4	function	used for special occasions
used_for_sports	7	ND	0.143	15	3	function	used for sports
used_for_squash	1	D	1.000	15	3	function	used for squash
used_for_stability	1	D	1.000	18	3	function	used for stability
used_for_starting_fires	2	D	0.500	23	4	function	used for starting fires
used_for_staying_stationary	1	D	1.000	27	4	function	used for staying stationary
used_for_stimulating_imagination	1	D	1.000	32	4	function	used for stimulating imagination
used_for_stirring	2	D	0.500	17	3	function	used for stirring
used_for_storage	18	ND	0.056	16	3	function	used for storage
used_for_storing_beer	1	D	1.000	21	4	function	used for storing beer
used_for_storing_bicycles	1	D	1.000	25	4	function	used for storing bicycles
used_for_storing_books	1	D	1.000	22	4	function	used for storing books
used_for_storing_cans	1	D	1.000	21	4	function	used for storing cans
used_for_storing_cars	1	D	1.000	21	4	function	used for storing cars
used_for_storing_clothing	3	ND	0.333	25	4	function	used for storing clothing
used_for_storing_cups	1	D	1.000	21	4	function	used for storing cups
used_for_storing_dishes	2	D	0.500	23	4	function	used for storing dishes
used_for_storing_farm_equipment	1	D	1.000	31	5	function	used for storing farm equipment
used_for_storing_food	4	ND	0.250	21	4	function	used for storing food
used_for_storing_hay	1	D	1.000	20	4	function	used for storing hay
used_for_storing_ice_cream	1	D	1.000	26	5	function	used for storing ice cream
used_for_storing_lawnmowers	1	D	1.000	27	4	function	used for storing lawnmowers
used_for_storing_meat	1	D	1.000	21	4	function	used for storing meat
used_for_storing_shoes	1	D	1.000	22	4	function	used for storing shoes
used_for_storing_tools	3	ND	0.333	22	4	function	used for storing tools
used_for_storing_tractors	1	D	1.000	25	4	function	used for storing tractors
used_for_storing_water	1	D	1.000	22	4	function	used for storing water
used_for_storing_wine	2	D	0.500	21	4	function	used for storing wine
used_for_straining	2	D	0.500	18	3	function	used for straining
used_for_styling	1	D	1.000	16	3	function	used for styling
used_for_support	1	D	1.000	16	3	function	used for support
used_for_surgery	1	D	1.000	16	3	function	used for surgery
used_for_sweeping	1	D	1.000	17	3	function	used for sweeping
used_for_swinging	1	D	1.000	17	3	function	used for swinging
used_for_sympathy	1	D	1.000	17	3	function	used for sympathy
used_for_talking	1	D	1.000	16	3	function	used for talking
used_for_tea	3	ND	0.333	12	3	function	used for tea
used_for_telling_time	1	D	1.000	21	4	function	used for telling time
used_for_tennis	1	D	1.000	15	3	function	used for tennis
used_for_terrorism	1	D	1.000	18	3	function	used for terrorism
used_for_the_rain	1	D	1.000	17	4	function	used for the rain
used_for_throwing	2	D	0.500	17	3	function	used for throwing
used_for_throwing_stones	2	D	0.500	24	4	function	used for throwing stones
used_for_tightening	2	D	0.500	19	3	function	used for tightening
used_for_tightening_bolts	1	D	1.000	25	4	function	used for tightening bolts
used_for_tightening_nuts	1	D	1.000	24	4	function	used for tightening nuts
used_for_tightening_screws	1	D	1.000	26	4	function	used for tightening screws
used_for_tilling_soil	1	D	1.000	21	4	function	used for tilling soil
used_for_tobogganing	1	D	1.000	20	3	function	used for tobogganing
used_for_torture	1	D	1.000	16	3	function	used for torture
used_for_transportation	33	ND	0.030	23	3	function	used for transportation
used_for_transporting_liquids	1	D	1.000	29	4	function	used for transporting liquids
used_for_trapping	1	D	1.000	17	3	function	used for trapping
used_for_travel	3	ND	0.333	15	3	function	used for travel
used_for_traveling_into_space	1	D	1.000	29	5	function	used for traveling into space
used_for_trucking	1	D	1.000	17	3	function	used for trucking
used_for_turning	2	D	0.500	16	3	function	used for turning
used_for_turning_screws	1	D	1.000	23	4	function	used for turning screws
used_for_tying	1	D	1.000	14	3	function	used for tying
used_for_typing	1	D	1.000	15	3	function	used for typing
used_for_unlocking_things	1	D	1.000	25	4	function	used for unlocking things
used_for_untangling	1	D	1.000	19	3	function	used for untangling
used_for_vacations	3	ND	0.333	18	3	encyclopaedic	used for vacations
used_for_vegetables	1	D	1.000	19	3	function	used for vegetables
used_for_waking_up_people	1	D	1.000	25	5	function	used for waking up people
used_for_walking	1	D	1.000	16	3	function	used for walking
used_for_walking_along	1	D	1.000	22	4	function	used for walking along
used_for_walking_on	1	D	1.000	19	4	function	used for walking on
used_for_war	12	ND	0.083	12	3	function	used for war
used_for_warmth	1	D	1.000	15	3	function	used for warmth
used_for_washing	2	D	0.500	16	3	function	used for washing
used_for_washing_cars	1	D	1.000	21	4	function	used for washing cars
used_for_washing_dishes	2	D	0.500	23	4	function	used for washing dishes
used_for_watching_television	2	D	0.500	28	4	function	used for watching television
used_for_water	3	ND	0.333	14	3	function	used for water
used_for_watering_gardens	1	D	1.000	25	4	function	used for watering gardens
used_for_watering_lawns	1	D	1.000	23	4	function	used for watering lawns
used_for_weddings	3	ND	0.333	17	3	function	used for weddings
used_for_weeding	1	D	1.000	16	3	function	used for weeding
used_for_welcoming	1	D	1.000	18	3	function	used for welcoming
used_for_wine	2	D	0.500	13	3	function	used for wine
used_for_wiping_feet	1	D	1.000	20	4	function	used for wiping feet
used_for_wiping_hands	1	D	1.000	21	4	function	used for wiping hands
used_for_wiping_mouth	1	D	1.000	21	4	function	used for wiping mouth
used_for_wiping_shoes	1	D	1.000	21	4	function	used for wiping shoes
used_for_wood_working	1	D	1.000	21	4	function	used for wood working
used_for_wool	2	D	0.500	13	3	function	used for wool
used_for_work	1	D	1.000	13	3	function	used for work
used_for_working	1	D	1.000	16	3	function	used for working
used_for_working_on	1	D	1.000	19	4	function	used for working on
used_for_worshipping	3	ND	0.333	20	3	function	used for worshipping
used_for_wounding	1	D	1.000	17	3	function	used for wounding
used_for_writing	4	ND	0.250	16	3	function	used for writing
used_for_writing_letters	1	D	1.000	24	4	function	used for writing letters
used_for_writing_on	3	ND	0.333	19	4	function	used for writing on
used_in_alcoholic_drinks	1	D	1.000	24	4	function	used in alcoholic drinks
used_in_autumn	2	D	0.500	14	3	encyclopaedic	used in autumn
used_in_baking	1	D	1.000	14	3	function	used in baking
used_in_bands	9	ND	0.111	13	3	function	used in bands
used_in_circuses	5	ND	0.200	16	3	function	used in circuses
used_in_cooking	2	D	0.500	15	3	function	used in cooking
used_in_deserts	1	D	1.000	15	3	encyclopaedic	used in deserts
used_in_desserts	1	D	1.000	16	3	function	used in desserts
used_in_experiments	3	ND	0.333	19	3	function	used in experiments
used_in_games	1	D	1.000	13	3	function	used in games
used_in_guns	1	D	1.000	12	3	function	used in guns
used_in_MacBeth	1	D	1.000	15	3	function	used in MacBeth
used_in_marching_bands	2	D	0.500	22	4	function	used in marching bands
used_in_movies/Jason	1	D	1.000	20	3	function	used in movies/Jason
used_in_orchestras	6	ND	0.167	18	3	function	used in orchestras
used_in_relay_races	1	D	1.000	19	4	function	used in relay races
used_in_sandwiches	1	D	1.000	18	3	function	used in sandwiches
used_in_sprite	1	D	1.000	14	3	function	used in sprite
used_in_summer	3	ND	0.333	14	3	encyclopaedic	used in summer
used_in_symphonies	1	D	1.000	18	3	function	used in symphonies
used_in_the_cold	1	D	1.000	16	4	function	used in the cold
used_in_the_wild_west	1	D	1.000	21	5	encyclopaedic	used in the wild west
used_in_the_winter	1	D	1.000	18	4	encyclopaedic	used in the winter
used_in_wars	2	D	0.500	12	3	encyclopaedic	used in wars
used_in_winter	1	D	1.000	14	3	encyclopaedic	used in winter
used_in_wood	1	D	1.000	12	3	function	used in wood
used_long_ago	3	ND	0.333	13	3	encyclopaedic	used long ago
used_on_animals	2	D	0.500	15	3	encyclopaedic	used on animals
used_on_beaches	1	D	1.000	15	3	encyclopaedic	used on beaches
used_on_bicycles	2	D	0.500	16	3	encyclopaedic	used on bicycles
used_on_boards	1	D	1.000	14	3	encyclopaedic	used on boards
used_on_boats	1	D	1.000	13	3	encyclopaedic	used on boats
used_on_bottles	1	D	1.000	15	3	encyclopaedic	used on bottles
used_on_bulletin_boards	1	D	1.000	23	4	encyclopaedic	used on bulletin boards
used_on_cars	1	D	1.000	12	3	encyclopaedic	used on cars
used_on_dogs	1	D	1.000	12	3	encyclopaedic	used on dogs
used_on_farms	1	D	1.000	13	3	encyclopaedic	used on farms
used_on_floors	1	D	1.000	14	3	function	used on floors
used_on_hair	1	D	1.000	12	3	encyclopaedic	used on hair
used_on_horses	2	D	0.500	14	3	encyclopaedic	used on horses
used_on_lakes	1	D	1.000	13	3	encyclopaedic	used on lakes
used_on_lawns	1	D	1.000	13	3	function	used on lawns
used_on_lions	1	D	1.000	13	3	encyclopaedic	used on lions
used_on_mountains	1	D	1.000	17	3	encyclopaedic	used on mountains
used_on_oceans	2	D	0.500	14	3	encyclopaedic	used on oceans
used_on_presents	1	D	1.000	16	3	encyclopaedic	used on presents
used_on_rail_tracks	1	D	1.000	19	4	encyclopaedic	used on rail tracks
used_on_rivers	1	D	1.000	14	3	encyclopaedic	used on rivers
used_on_sand	1	D	1.000	12	3	encyclopaedic	used on sand
used_on_ships	2	D	0.500	13	3	encyclopaedic	used on ships
used_on_snow	3	ND	0.333	12	3	encyclopaedic	used on snow
used_on_stove_tops	4	ND	0.250	18	4	encyclopaedic	used on stove tops
used_on_Sundays	1	D	1.000	15	3	encyclopaedic	used on Sundays
used_on_teeth	1	D	1.000	13	3	encyclopaedic	used on teeth
used_on_tracks	1	D	1.000	14	3	encyclopaedic	used on tracks
used_on_walls	1	D	1.000	13	3	encyclopaedic	used on walls
used_on_water	7	ND	0.143	13	3	encyclopaedic	used on water
used_on_waves	1	D	1.000	13	3	encyclopaedic	used on waves
used_outdoors	1	D	1.000	13	2	encyclopaedic	used outdoors
used_underwater	1	D	1.000	15	2	encyclopaedic	used underwater
used_when_people_are_ill	1	D	1.000	24	5	encyclopaedic	used when people are ill
used_with_an_outlet	1	D	1.000	19	4	encyclopaedic	used with an outlet
used_with_chairs	1	D	1.000	16	3	encyclopaedic	used with chairs
used_with_chalk	1	D	1.000	15	3	encyclopaedic	used with chalk
used_with_cups	1	D	1.000	14	3	encyclopaedic	used with cups
used_with_dirt	1	D	1.000	14	3	encyclopaedic	used with dirt
used_with_fingers	1	D	1.000	17	3	function	used with fingers
used_with_food	1	D	1.000	14	3	encyclopaedic	used with food
used_with_forks	1	D	1.000	15	3	encyclopaedic	used with forks
used_with_helmets	2	D	0.500	17	3	encyclopaedic	used with helmets
used_with_knives	1	D	1.000	16	3	encyclopaedic	used with knives
used_with_leather	1	D	1.000	17	3	encyclopaedic	used with leather
used_with_needles	1	D	1.000	17	3	encyclopaedic	used with needles
used_with_nuts	1	D	1.000	14	3	encyclopaedic	used with nuts
used_with_paddles	1	D	1.000	17	3	encyclopaedic	used with paddles
used_with_paper	1	D	1.000	15	3	encyclopaedic	used with paper
used_with_poles	1	D	1.000	15	3	encyclopaedic	used with poles
used_with_rods	1	D	1.000	14	3	encyclopaedic	used with rods
used_with_salt	1	D	1.000	14	3	encyclopaedic	used with salt
used_with_saucers	1	D	1.000	17	3	encyclopaedic	used with saucers
used_with_screwdrivers	1	D	1.000	22	3	encyclopaedic	used with screwdrivers
used_with_screws	1	D	1.000	16	3	encyclopaedic	used with screws
used_with_spoons	1	D	1.000	16	3	encyclopaedic	used with spoons
used_with_sprinklers	1	D	1.000	20	3	encyclopaedic	used with sprinklers
used_with_tables	1	D	1.000	16	3	encyclopaedic	used with tables
used_with_tea_cups	1	D	1.000	18	4	encyclopaedic	used with tea cups
uses_radiation	1	D	1.000	14	2	encyclopaedic	uses radiation
uses_sound_waves	1	D	1.000	16	3	encyclopaedic	uses sound waves
worn	1	D	1.000	4	1	function	worn
worn_around_neck	6	ND	0.167	16	3	function	worn around neck
worn_around_waist	2	D	0.500	17	3	function	worn around waist
worn_as_earrings	1	D	1.000	16	3	function	worn as earrings
worn_as_jewelry	1	D	1.000	15	3	function	worn as jewelry
worn_as_necklaces	1	D	1.000	17	3	function	worn as necklaces
worn_at_beaches	2	D	0.500	15	3	encyclopaedic	worn at beaches
worn_at_night	2	D	0.500	13	3	encyclopaedic	worn at night
worn_by_brides	1	D	1.000	14	3	function	worn by brides
worn_by_children	2	D	0.500	16	3	function	worn by children
worn_by_cooks	1	D	1.000	13	3	function	worn by cooks
worn_by_girls	1	D	1.000	13	3	function	worn by girls
worn_by_hockey_players	1	D	1.000	22	4	function	worn by hockey players
worn_by_Jesus_Christ	1	D	1.000	20	4	function	worn by Jesus Christ
worn_by_kings	1	D	1.000	13	3	function	worn by kings
worn_by_knights	1	D	1.000	15	3	function	worn by knights
worn_by_men	6	ND	0.167	11	3	function	worn by men
worn_by_men_-_kilt	1	D	1.000	18	5	function	worn by men - kilt
worn_by_old_women	1	D	1.000	17	4	function	worn by old women
worn_by_people	2	D	0.500	14	3	function	worn by people
worn_by_queens	1	D	1.000	14	3	function	worn by queens
worn_by_rich_people	1	D	1.000	19	4	function	worn by rich people
worn_by_royalty	1	D	1.000	15	3	function	worn by royalty
worn_by_sports_teams	1	D	1.000	20	4	function	worn by sports teams
worn_by_super_heroes	1	D	1.000	20	4	function	worn by super heroes
worn_by_women	18	ND	0.056	13	3	function	worn by women
worn_for_aerobics	1	D	1.000	17	3	encyclopaedic	worn for aerobics
worn_for_ballet	1	D	1.000	15	3	encyclopaedic	worn for ballet
worn_for_bathing	1	D	1.000	16	3	function	worn for bathing
worn_for_blocking_the_sun	1	D	1.000	25	5	function	worn for blocking the sun
worn_for_covering	6	ND	0.167	17	3	function	worn for covering
worn_for_covering_body	2	D	0.500	22	4	function	worn for covering body
worn_for_covering_clothes	1	D	1.000	25	4	function	worn for covering clothes
worn_for_covering_faces	1	D	1.000	23	4	function	worn for covering faces
worn_for_covering_feet	1	D	1.000	22	4	function	worn for covering feet
worn_for_covering_legs	3	ND	0.333	22	4	function	worn for covering legs
worn_for_dancing	1	D	1.000	16	3	function	worn for dancing
worn_for_evening	1	D	1.000	16	3	encyclopaedic	worn for evening
worn_for_exercising	1	D	1.000	19	3	encyclopaedic	worn for exercising
worn_for_exposing_feet	1	D	1.000	22	4	function	worn for exposing feet
worn_for_fighting	1	D	1.000	17	3	function	worn for fighting
worn_for_formal_occasions	1	D	1.000	25	4	encyclopaedic	worn for formal occasions
worn_for_funerals	1	D	1.000	17	3	encyclopaedic	worn for funerals
worn_for_holding_up_pants	1	D	1.000	25	5	function	worn for holding up pants
worn_for_keeping_feet_dry	1	D	1.000	25	5	function	worn for keeping feet dry
worn_for_keeping_feet_warm	3	ND	0.333	26	5	function	worn for keeping feet warm
worn_for_keeping_hands_warm	2	D	0.500	27	5	function	worn for keeping hands warm
worn_for_keeping_warm	2	D	0.500	21	4	function	worn for keeping warm
worn_for_pants	1	D	1.000	14	3	function	worn for pants
worn_for_protecting_feet	2	D	0.500	24	4	function	worn for protecting feet
worn_for_protection	8	ND	0.125	19	3	function	worn for protection
worn_for_riding_bicycles	1	D	1.000	24	4	function	worn for riding bicycles
worn_for_running	1	D	1.000	16	3	function	worn for running
worn_for_showers	1	D	1.000	16	3	function	worn for showers
worn_for_special_occasions	1	D	1.000	26	4	function	worn for special occasions
worn_for_sports	2	D	0.500	15	3	function	worn for sports
worn_for_suntanning	1	D	1.000	19	3	function	worn for suntanning
worn_for_support	1	D	1.000	16	3	function	worn for support
worn_for_supporting_breasts	1	D	1.000	27	4	function	worn for supporting breasts
worn_for_surgery	1	D	1.000	16	3	function	worn for surgery
worn_for_swimming	1	D	1.000	17	3	function	worn for swimming
worn_for_the_cold	3	ND	0.333	17	4	function	worn for the cold
worn_for_the_rain	3	ND	0.333	17	4	function	worn for the rain
worn_for_the_snow	1	D	1.000	17	4	function	worn for the snow
worn_for_walking	2	D	0.500	16	3	function	worn for walking
worn_for_walking_in_sand	1	D	1.000	24	5	function	worn for walking in sand
worn_for_warmth	15	ND	0.067	15	3	function	worn for warmth
worn_for_weddings	3	ND	0.333	17	3	encyclopaedic	worn for weddings
worn_for_winter	2	D	0.500	15	3	encyclopaedic	worn for winter
worn_in_cold_temperatures	3	ND	0.333	25	4	function	worn in cold temperatures
worn_in_fall	1	D	1.000	12	3	encyclopaedic	worn in fall
worn_in_hair	1	D	1.000	12	3	function	worn in hair
worn_in_hot_weather	1	D	1.000	19	4	encyclopaedic	worn in hot weather
worn_in_houses	1	D	1.000	14	3	encyclopaedic	worn in houses
worn_in_kitchens	1	D	1.000	16	3	encyclopaedic	worn in kitchens
worn_in_summer	2	D	0.500	14	3	encyclopaedic	worn in summer
worn_in_winter	5	ND	0.200	14	3	encyclopaedic	worn in winter
worn_indoors	1	D	1.000	12	2	encyclopaedic	worn indoors
worn_on_ankles	1	D	1.000	14	3	function	worn on ankles
worn_on_back	1	D	1.000	12	3	function	worn on back
worn_on_chest	1	D	1.000	13	3	function	worn on chest
worn_on_feet	6	ND	0.167	12	3	function	worn on feet
worn_on_fingers	2	D	0.500	15	3	function	worn on fingers
worn_on_hands	2	D	0.500	13	3	function	worn on hands
worn_on_heads	3	ND	0.333	13	3	function	worn on heads
worn_on_legs	2	D	0.500	12	3	function	worn on legs
worn_on_motorcycles	1	D	1.000	19	3	function	worn on motorcycles
worn_on_necklaces	1	D	1.000	17	3	function	worn on necklaces
worn_on_rings	1	D	1.000	13	3	function	worn on rings
worn_on_shoulders	2	D	0.500	17	3	function	worn on shoulders
worn_on_the_head	1	D	1.000	16	4	function	worn on the head
worn_on_the_legs	1	D	1.000	16	4	function	worn on the legs
worn_on_thumbs	1	D	1.000	14	3	function	worn on thumbs
worn_on_torso	3	ND	0.333	13	3	function	worn on torso
worn_on_wrists	1	D	1.000	14	3	function	worn on wrists
worn_over_clothes	2	D	0.500	17	3	function	worn over clothes
worn_over_ears	1	D	1.000	14	3	function	worn over ears
worn_over_mouths	1	D	1.000	16	3	function	worn over mouths
worn_over_pajamas	1	D	1.000	17	3	function	worn over pajamas
worn_over_shoulder	1	D	1.000	18	3	function	worn over shoulder
worn_through_pant_loops	1	D	1.000	23	4	function	worn through pant loops
worn_to_bed	1	D	1.000	11	3	function	worn to bed
worn_under_dresses	1	D	1.000	18	3	function	worn under dresses
worn_under_shirts	1	D	1.000	17	3	function	worn under shirts
worn_under_skirts	1	D	1.000	17	3	function	worn under skirts
worn_with_belts	2	D	0.500	15	3	encyclopaedic	worn with belts
worn_with_dresses	1	D	1.000	17	3	encyclopaedic	worn with dresses
worn_with_skirts	2	D	0.500	16	3	encyclopaedic	worn with skirts
worn_with_suits	1	D	1.000	15	3	encyclopaedic	worn with suits
worn_with_suspenders	1	D	1.000	20	3	encyclopaedic	worn with suspenders
worn_with_ties	1	D	1.000	14	3	encyclopaedic	worn with ties
